1, 2.4539E-4, 2.4539E-4, Infinity, Infinity
1789501, 0.267122478, 1.996845491858046E-4, 3.27528027840972E-8, 1.0367952285695918E-8
1791001, 0.265102624, 1.9809162391087664E-4, 3.247697284075669E-8, 1.0280338742390601E-8
1792501, 0.26524232400000003, 1.9811306689854227E-4, 3.246595157124914E-8, 1.0276551289206091E-8
1794001, 0.265117049, 1.9793669597628773E-4, 3.2422543438463735E-8, 1.0262513095216412E-8
1795501, 0.266732768, 1.9905979211156733E-4, 3.25919407590761E-8, 1.0315832052478878E-8
1797001, 0.25839433900000003, 1.9275641274268726E-4, 3.154580294745954E-8, 9.984424454102611E-9
1798501, 0.256463541, 1.9123628239039314E-4, 3.128306380965026E-8, 9.900979227479016E-9
1800001, 0.25698092100000003, 1.9154221621933733E-4, 3.1319144867242356E-8, 9.912111879833792E-9
1801501, 0.256368342, 1.910060576779502E-4, 3.1217569697829715E-8, 9.879678946224434E-9
1803001, 0.259283696, 1.930977551735536E-4, 3.154538973025448E-8, 9.983138409863495E-9
1804501, 0.26760045400000004, 1.992086912913418E-4, 3.252923420638203E-8, 1.0294197563550367E-8
1806001, 0.26486574900000004, 1.970910068394858E-4, 3.216913705272138E-8, 1.0179947681881443E-8
1807501, 0.26287961600000004, 1.9553190819766294E-4, 3.1900496922953E-8, 1.009464544918717E-8
1809001, 0.262312984, 1.9502953460686148E-4, 3.1804425969749543E-8, 1.0063954880054403E-8
1810501, 0.26776013400000004, 1.9899700136086635E-4, 3.243704154739085E-8, 1.0263839814072535E-8
1812001, 0.263236897, 1.9555437936120816E-4, 3.1861772994635775E-8, 1.0081521656615755E-8
1813501, 0.263938771, 1.9599468325963868E-4, 3.191938617316042E-8, 1.0099461322215848E-8
1815001, 0.26572882600000003, 1.972423801022988E-4, 3.2108386526909295E-8, 1.0158970605583154E-8
1816501, 0.260340717, 1.9316314863524313E-4, 3.143045663093562E-8, 9.94419117380061E-9
1818001, 0.264064517, 1.9584522579309035E-4, 3.185280841238496E-8, 1.0077529257090049E-8
1819501, 0.264464167, 1.960607624732141E-4, 3.1873805062099564E-8, 1.008388363476833E-8
1821001, 0.262857074, 1.9478906685208898E-4, 3.165311423300655E-8, 1.0013777656131353E-8
1822501, 0.269936573, 1.999529621802648E-4, 3.247794272951744E-8, 1.0274426923417695E-8
1824001, 0.269823401, 1.9978693120321756E-4, 3.243670302921022E-8, 1.0261087910088235E-8
1825501, 0.27409709200000004, 2.0286792652060635E-4, 3.2922449193906676E-8, 1.0414452858056669E-8
1827001, 0.277979067, 2.0565662311578225E-4, 3.3360359398564465E-8, 1.0552677662281651E-8
1828501, 0.27145004, 2.0074387764587898E-4, 3.254915819175118E-8, 1.0295782352214612E-8
1830001, 0.26653076000000003, 1.9702515332368652E-4, 3.193219076099618E-8, 1.0100339188285622E-8
1831501, 0.259641958, 1.9185419312637016E-4, 3.108050609000877E-8, 9.83066704681988E-9
1833001, 0.26199177300000004, 1.9351128773169082E-4, 3.1335237544176167E-8, 9.910956490281125E-9
1834501, 0.25947069700000003, 1.91570812869747E-4, 3.100745260213676E-8, 9.807003953100214E-9
1836001, 0.272510857, 2.011163380885031E-4, 3.2538259121043056E-8, 1.0290874208472214E-8
1837501, 0.27125258, 2.001059883981212E-4, 3.2360663382003623E-8, 1.0234416268997588E-8
1839001, 0.266644763, 1.9662651220934355E-4, 3.178410093629958E-8, 1.0051787722346565E-8
1840501, 0.26665899000000004, 1.965568578737255E-4, 3.1758993973754166E-8, 1.0043563751790013E-8
1842001, 0.264350633, 1.9477599153461386E-4, 3.1457542721261845E-8, 9.94795096863909E-9
1843501, 0.264789826, 1.950202035811785E-4, 3.1483279623919676E-8, 9.955808985710172E-9
1845001, 0.264344491, 1.946130509300665E-4, 3.1403891389169125E-8, 9.930424506719542E-9
1846501, 0.268824789, 1.9783108824630025E-4, 3.190930492611876E-8, 1.0089960378416085E-8
1848001, 0.26628659200000004, 1.9588365482495017E-4, 3.1581478307087054E-8, 9.986018164395683E-9
1849501, 0.283183411, 2.0822866912686551E-4, 3.355725175788997E-8, 1.0610456595055277E-8
1851001, 0.270469452, 1.987993199379348E-4, 3.202377433615333E-8, 1.0125302448778758E-8
1852501, 0.272092173, 1.9991106071496741E-4, 3.218891652006734E-8, 1.0177231609248434E-8
1854001, 0.26596410800000003, 1.9532959531003797E-4, 3.1437619337688135E-8, 9.939413824168795E-9
1855501, 0.266623262, 1.9573452719114976E-4, 3.1489173379710905E-8, 9.955434389057927E-9
1857001, 0.26822949300000004, 1.968341548856251E-4, 3.165240031264797E-8, 1.0006759154977632E-8
1858501, 0.268059555, 1.9663005139706832E-4, 3.160593229415032E-8, 9.991789053233453E-9
1860001, 0.272220874, 1.996019754470188E-4, 3.206979787295247E-8, 1.0138150594598111E-8
1861501, 0.269550039, 1.9756397793929315E-4, 3.172867791901488E-8, 1.0030033097299073E-8
1863001, 0.275198224, 2.016225405752329E-4, 3.236653994882413E-8, 1.0231387891379316E-8
1864501, 0.26989266, 1.9765589127675607E-4, 3.171612235137056E-8, 1.0025504933934424E-8
1866001, 0.274920604, 2.0125716619527026E-4, 3.228010618503769E-8, 1.0203496763071635E-8
1867501, 0.268000455, 1.9611242495983576E-4, 3.1441419277129826E-8, 9.938117671782268E-9
1869001, 0.267946202, 1.9599402808157548E-4, 3.140895245456956E-8, 9.927579451246249E-9
1870501, 0.26669713100000003, 1.950021372994374E-4, 3.123659713482261E-8, 9.872828039928724E-9
1872001, 0.27141031400000004, 1.983687740305101E-4, 3.1762270188671696E-8, 1.0038696848083793E-8
1873501, 0.269640407, 1.9699627282681353E-4, 3.1529005126756345E-8, 9.964695416350203E-9
1875001, 0.26842928800000004, 1.9603298256807937E-4, 3.136141042563389E-8, 9.911452760769289E-9
1876501, 0.27090775300000003, 1.9776390729743268E-4, 3.16248010840197E-8, 9.994418022285856E-9
1878001, 0.27851414, 2.032353919332127E-4, 3.248587634792318E-8, 1.026626057062352E-8
1879501, 0.284744777, 2.076990385240746E-4, 3.318519404736285E-8, 1.0486970742358345E-8
1881001, 0.286854412, 2.09154407449128E-4, 3.34034767854831E-8, 1.055565959537357E-8
1882501, 0.28267879500000004, 2.0602770439324313E-4, 3.289010045686312E-8, 1.0393143485524507E-8
1884001, 0.277709141, 2.0232502867676937E-4, 3.228525788481762E-8, 1.0201734394846584E-8
1885501, 0.271992045, 1.9808099951595243E-4, 3.159458742342589E-8, 9.983216298698956E-9
1887001, 0.274727011, 1.999932306428611E-4, 3.188603612920604E-8, 1.0075030646594434E-8
1888501, 0.281491802, 2.0483640338081862E-4, 3.264434019649642E-8, 1.0314348402187505E-8
1890001, 0.27376485700000003, 1.9913457903656192E-4, 3.172218521155408E-8, 1.0022707783723833E-8
1891501, 0.271323743, 1.972806599419666E-4, 3.141352971660844E-8, 9.924914862624754E-9
1893001, 0.27908751400000004, 2.0284531685429362E-4, 3.228592008133396E-8, 1.0200261599561997E-8
1894501, 0.292823049, 2.1274425394214344E-4, 3.384715136197603E-8, 1.0693216664036362E-8
1896001, 0.277203513, 2.0131653588798296E-4, 3.2015477399730064E-8, 1.0114265172425644E-8
1897501, 0.268662795, 1.9503678160976066E-4, 3.100369459044045E-8, 9.794356870230901E-9
1899001, 0.271061341, 1.9670028348685935E-4, 3.1254924536550314E-8, 9.873452908880289E-9
1900501, 0.276320328, 2.0043741103816976E-4, 3.1835299458378106E-8, 1.0056519139258698E-8
1902001, 0.274070031, 1.9872668060862933E-4, 3.155027613757704E-8, 9.966210603164997E-9
1903501, 0.270805932, 1.9628251710057922E-4, 3.11491056160395E-8, 9.83921923439166E-9
1905001, 0.28713071900000003, 2.0803291496554599E-4, 3.2999939089100165E-8, 1.0423567065526269E-8
1906501, 0.277779162, 2.0117830498176978E-4, 3.1899178166945896E-8, 1.0075599623533973E-8
1908001, 0.27165115700000003, 1.9666281898908308E-4, 3.11700873845876E-8, 9.845043003035778E-9
1909501, 0.274633827, 1.987440262561226E-4, 3.148671822822853E-8, 9.944780359040711E-9
1911001, 0.27465077800000004, 1.9867827307488712E-4, 3.146309115856129E-8, 9.93704821025832E-9
1912501, 0.27496563900000004, 1.9882802119438928E-4, 3.1473601684289373E-8, 9.940098149614113E-9
1914001, 0.278798884, 2.0152083353201837E-4, 3.1886495470110685E-8, 1.0070226725215676E-8
1915501, 0.276036655, 1.9944610735456246E-4, 3.1545000040858106E-8, 9.962107655053738E-9
1917001, 0.287318491, 2.075163916289813E-4, 3.2807689534291795E-8, 1.0360592548063392E-8
1918501, 0.295826067, 2.1357746362659965E-4, 3.3751810833937635E-8, 1.0658455734763026E-8
1920001, 0.28680622, 2.0698450650061557E-4, 3.2696257781732004E-8, 1.0324844644894015E-8
1921501, 0.289361861, 2.0874735507125694E-4, 3.296096295793311E-8, 1.0408152508554542E-8
1923001, 0.286104246, 2.0631677854959944E-4, 3.2563591577948346E-8, 1.0282396436971163E-8
1924501, 0.281470841, 2.0289639943647594E-4, 3.2010398029337186E-8, 1.010744572723456E-8
1926001, 0.28106741500000004, 2.0252668087979362E-4, 3.193876392482076E-8, 1.008455540675613E-8
1927501, 0.289797648, 2.0873609302675815E-4, 3.2904301481728265E-8, 1.0389141130793307E-8
1929001, 0.281448168, 2.0264327689422496E-4, 3.193057450047752E-8, 1.00814274860408E-8
1930501, 0.279706414, 2.0131095537635196E-4, 3.1707462772531664E-8, 1.0010715681088174E-8
1932001, 0.27732242500000004, 1.9951764763732386E-4, 3.1411963658222165E-8, 9.917154274659903E-9
1933501, 0.27567110100000003, 1.9825266785487616E-4, 3.119985967389863E-8, 9.849926292022422E-9
1935001, 0.278498962, 2.0020871764474802E-4, 3.149463319011791E-8, 9.942721186367996E-9
1936501, 0.297098411, 2.1349684731873214E-4, 3.35710671875111E-8, 1.0597958875596756E-8
1938001, 0.280519468, 2.0150508412475327E-4, 3.1672324576940205E-8, 9.998282602588267E-9
1939501, 0.279989615, 2.010466863423482E-4, 3.158720802604178E-8, 9.97114667149571E-9
1941001, 0.294544666, 2.114162098634179E-4, 3.320267950631977E-8, 1.0480823379130724E-8
1942501, 0.28513979700000003, 2.0458661207837825E-4, 3.211683420227971E-8, 1.0137792863446513E-8
1944001, 0.288005469, 2.0656298114086374E-4, 3.241371577757808E-8, 1.0231231877664127E-8
1945501, 0.299197706, 2.145075241197278E-4, 3.364649296664922E-8, 1.0620069165875292E-8
1947001, 0.296721465, 2.126502400360185E-4, 3.3341431017085206E-8, 1.0523500370014676E-8
1948501, 0.285803972, 2.0474718695718454E-4, 3.208909919657952E-8, 1.0127959671435501E-8
1950001, 0.281616865, 2.0166997409661183E-4, 3.159382340881597E-8, 9.971375846065468E-9
1951501, 0.281357949, 2.0140711120284624E-4, 3.153967718644824E-8, 9.954022441562917E-9
1953001, 0.285784517, 2.0449724588087273E-4, 3.2010432676999466E-8, 1.0102326424407577E-8
1954501, 0.297634767, 2.1289512249293E-4, 3.331129892858299E-8, 1.0512594461961593E-8
1956001, 0.290926193, 2.080167408397345E-4, 3.253464378183068E-8, 1.0267220749687008E-8
1957501, 0.292919639, 2.0936182430454246E-4, 3.2731605773959714E-8, 1.0329104350231823E-8
1959001, 0.285665973, 2.0409914424304496E-4, 3.1895777129719795E-8, 1.0065076036598044E-8
1960501, 0.29750663800000005, 2.1247758722716637E-4, 3.3191543858458807E-8, 1.047369333676632E-8
1962001, 0.29483522900000003, 2.1048917342066345E-4, 3.2867490768608625E-8, 1.0371163663058034E-8
1963501, 0.28416915800000003, 2.0279693038652259E-4, 3.165342871553119E-8, 9.987809379060077E-9
1965001, 0.307217697, 2.1916179125732924E-4, 3.4193767639604925E-8, 1.0789094518607104E-8
1966501, 0.30432780200000004, 2.1701739373990473E-4, 3.384539026000815E-8, 1.0678890505328404E-8
1968001, 0.30663193, 2.1857712997417069E-4, 3.407475212644997E-8, 1.075097588581803E-8
1969501, 0.289919947, 2.065855752317239E-4, 3.219223422087669E-8, 1.0156752874542226E-8
1971001, 0.283537855, 2.0196105339306814E-4, 3.145879088114502E-8, 9.925088478472935E-9
1972501, 0.29400579600000004, 2.0933761702287065E-4, 3.259455713389913E-8, 1.028314709231638E-8
1974001, 0.291427873, 2.0742323458486115E-4, 3.228336192716646E-8, 1.0184702104180319E-8
1975501, 0.30508675300000004, 2.1706246162104235E-4, 3.376989848728233E-8, 1.0653393098416079E-8
1977001, 0.30732204300000004, 2.1856985648839475E-4, 3.3990621971483506E-8, 1.0722744044838073E-8
1978501, 0.289249872, 2.0563878934418963E-4, 3.196670182732344E-8, 1.0084010701717142E-8
1980001, 0.29442514000000003, 2.092387830322665E-4, 3.251315081512382E-8, 1.0256121932687369E-8
1981501, 0.304770872, 2.1650917727026974E-4, 3.362926674389262E-8, 1.0607918470198006E-8
1983001, 0.287689917, 2.0429755746180316E-4, 3.171966642115462E-8, 1.0005298594266748E-8
1984501, 0.295645789, 2.0986790949325323E-4, 3.257136473401124E-8, 1.0273680962972035E-8
1986001, 0.312271159, 2.2158591118047054E-4, 3.437610588854382E-8, 1.0842651111091148E-8
1987501, 0.294757955, 2.0907969450022787E-4, 3.24228464810848E-8, 1.0226302610306692E-8
1989001, 0.28755320100000004, 2.0389224403129775E-4, 3.160566045198285E-8, 9.96829940988249E-9
1990501, 0.292873553, 2.0758642795580052E-4, 3.216533907880678E-8, 1.014455616934979E-8
1992001, 0.289879432, 2.0538684593316233E-4, 3.1811705258789426E-8, 1.0032763835132075E-8
1993501, 0.28689611000000004, 2.0319659718542941E-4, 3.145980552213301E-8, 9.921524387722797E-9
1995001, 0.292902366, 2.0737257524783455E-4, 3.209344471907841E-8, 1.0121093692264452E-8
1996501, 0.289780435, 2.050851874444337E-4, 3.1726696157209605E-8, 1.0005175474234622E-8
1998001, 0.288859129, 2.0435640156699593E-4, 3.1601265598754774E-8, 9.965362354370697E-9
1999501, 0.286574416, 2.0266399677895515E-4, 3.13269877836695E-8, 9.878614182308772E-9
2001001, 0.29008970500000003, 2.050730844382754E-4, 3.168667245063264E-8, 9.991778484643461E-9
2002501, 0.290101076, 2.0500429917795807E-4, 3.166336062130947E-8, 9.984169731480327E-9
2004001, 0.28842921400000004, 2.0374655744002584E-4, 3.145650846824329E-8, 9.918688672032125E-9
2005501, 0.288047057, 2.0340049286060382E-4, 3.1390524081363424E-8, 9.897627671961567E-9
2007001, 0.291205857, 2.0555417929854182E-4, 3.171022591827561E-8, 9.998174089588951E-9
2008501, 0.296562276, 2.0925694465453117E-4, 3.226855325173475E-8, 1.0173951758068665E-8
2010001, 0.289068983, 2.0389348911998659E-4, 3.142893695962874E-8, 9.908974290968254E-9
2011501, 0.298725671, 2.1062621279598108E-4, 3.245380350946005E-8, 1.023183319153549E-8
2013001, 0.292038468, 2.0583445137551185E-4, 3.170284437223646E-8, 9.994818813460695E-9
2014501, 0.30649862, 2.1594580898830565E-4, 3.3246968421225735E-8, 1.0481359198535887E-8
2016001, 0.329868893, 2.3232502439765986E-4, 3.575448280768463E-8, 1.127158316518899E-8
2017501, 0.301673988, 2.1238849387521748E-4, 3.2673289506810246E-8, 1.0299974628412605E-8
2019001, 0.293344716, 2.0644767805999418E-4, 3.174675746456719E-8, 1.0007637171459727E-8
2020501, 0.28886405800000003, 2.0321884238350756E-4, 3.123783804680673E-8, 9.846956936555039E-9
2022001, 0.298460745, 2.098923140732139E-4, 3.225085884387767E-8, 1.0166026914297572E-8
2023501, 0.307876323, 2.1643354825611865E-4, 3.324277034748173E-8, 1.0478426946284952E-8
2025001, 0.29573288200000003, 2.0781983449220286E-4, 3.190712206947503E-8, 1.0057161705415193E-8
2026501, 0.298235813, 2.0950113606577934E-4, 3.215253049573968E-8, 1.0134256342416302E-8
2028001, 0.297929749, 2.0920872288039804E-4, 3.2094959332015535E-8, 1.0115852598779234E-8
2029501, 0.289710856, 2.0336215458332223E-4, 3.118570514398149E-8, 9.829019033177176E-9
2031001, 0.29552633500000003, 2.0736770405719286E-4, 3.178740483358421E-8, 1.0018406152246684E-8
2032501, 0.29463756900000004, 2.0666776298721101E-4, 3.1667613758521255E-8, 9.980398056693836E-9
2034001, 0.296517923, 2.0790999517399038E-4, 3.184540254667587E-8, 1.003617528308431E-8
2035501, 0.302695423, 2.1216326691026515E-4, 3.248407238212351E-8, 1.0237194247551409E-8
2037001, 0.29340782400000004, 2.0557773150997908E-4, 3.14633797622902E-8, 9.915276626344796E-9
2038501, 0.30368186, 2.126979902386705E-4, 3.254032175565356E-8, 1.0254401147147527E-8
2040001, 0.31922512200000003, 2.235022355490529E-4, 3.4179807150806904E-8, 1.0770777977428206E-8
2041501, 0.312650861, 2.1881890000170813E-4, 3.345045065561603E-8, 1.0540675732526918E-8
2043001, 0.300571872, 2.1028778502077492E-4, 3.213369898249791E-8, 1.0125494079941936E-8
2044501, 0.307740667, 2.152242618929659E-4, 3.2875136075536187E-8, 1.035886310405408E-8
2046001, 0.300965119, 2.1040848251124657E-4, 3.212693978244273E-8, 1.0122853089921006E-8
2047501, 0.300713477, 2.1015553410465708E-4, 3.207575254281477E-8, 1.0106469692437576E-8
2049001, 0.29961043000000004, 2.0930800713803377E-4, 3.1933895484649193E-8, 1.006151966974976E-8
2050501, 0.299525781, 2.0917232153855762E-4, 3.1900716074873594E-8, 1.0050812672660954E-8
2052001, 0.298609884, 2.0845647748640055E-4, 3.177912191636216E-8, 1.0012250676254721E-8
2053501, 0.297909863, 2.0789183011442553E-4, 3.16806678698536E-8, 9.980981092182148E-9
2055001, 0.299326888, 2.0880443157996566E-4, 3.180732525190175E-8, 1.0020632748579558E-8
2056501, 0.295956932, 2.0637831111159589E-4, 3.142549654194248E-8, 9.900092318644996E-9
2058001, 0.32118320300000003, 2.238875964895065E-4, 3.4078377447423344E-8, 1.0735570127591588E-8
2059501, 0.304586607, 2.122412522835229E-4, 3.229308816782551E-8, 1.0172902912395866E-8
2061001, 0.300503894, 2.0932013338610965E-4, 3.1836242894026414E-8, 1.002873732587396E-8
2062501, 0.301697521, 2.1007513812599965E-4, 3.1938654450293575E-8, 1.006074627435427E-8
2064001, 0.32084410700000005, 2.2332591151271898E-4, 3.394003983995934E-8, 1.0690919783125849E-8
2065501, 0.306778365, 2.1345779737491679E-4, 3.2427737884712106E-8, 1.0214298087698796E-8
2067001, 0.306175845, 2.1296124728270336E-4, 3.233975553083964E-8, 1.0186330565539749E-8
2068501, 0.30638581800000003, 2.1303001168504853E-4, 3.2337659619633336E-8, 1.0185416345611957E-8
2070001, 0.30024399700000004, 2.086839532886178E-4, 3.1665665191807265E-8, 9.973509193793031E-9
2071501, 0.299912136, 2.0837780850737253E-4, 3.1606973684753076E-8, 9.954775632033904E-9
2073001, 0.30282799, 2.1032759609610673E-4, 3.189038169572272E-8, 1.0043786474464366E-8
2074501, 0.313342177, 2.175514750117884E-4, 3.2972936332470655E-8, 1.0384475810941364E-8
2076001, 0.305427012, 2.1197940279207153E-4, 3.211600453973927E-8, 1.0114342945928661E-8
2077501, 0.30705856000000004, 2.130348173386857E-4, 3.22634503811117E-8, 1.0160526034344865E-8
2079001, 0.305576872, 2.1193033853588895E-4, 3.2083803822310244E-8, 1.0103700416567837E-8
2080501, 0.29789244000000004, 2.0652637262298022E-4, 3.125365808380493E-8, 9.842030338063594E-9
2082001, 0.30988581800000004, 2.1476387640847222E-4, 3.2487726012134506E-8, 1.0230394928572292E-8
2083501, 0.30597059000000004, 2.1197411333402324E-4, 3.205337527372305E-8, 1.0093367927775674E-8
2085001, 0.299768996, 2.076029782478729E-4, 3.1380329718329086E-8, 9.88118654098372E-9
2086501, 0.298251502, 2.0647778890798649E-4, 3.1198259526964904E-8, 9.823612649510973E-9
2088001, 0.307795731, 2.1300865047408477E-4, 3.21726985446775E-8, 1.0130190877310545E-8
2089501, 0.32360657600000003, 2.238700759765522E-4, 3.380022870737055E-8, 1.0642387348679967E-8
2091001, 0.296921549, 2.0533576345139725E-4, 3.0990005487619464E-8, 9.757315954012493E-9
2092501, 0.30113220100000004, 2.081729810339269E-4, 3.140617170475936E-8, 9.8881037875027E-9
2094001, 0.30374538900000003, 2.099042594315075E-4, 3.1655238808951713E-8, 9.966276187575602E-9
2095501, 0.304565026, 2.103953293342611E-4, 3.171715759715387E-8, 9.985524945628235E-9
2097001, 0.314244489, 2.1700430584082532E-4, 3.270095675507323E-8, 1.0295001756839738E-8
2098501, 0.320390086, 2.2116911430481885E-4, 3.3315830848508304E-8, 1.0488320434789728E-8
2100001, 0.314291535, 2.1688171225784533E-4, 3.265752617927974E-8, 1.0280823984475715E-8
2101501, 0.315839548, 2.17872144906882E-4, 3.2794148504125466E-8, 1.0323580496089448E-8
2103001, 0.308460036, 2.1270571823608195E-4, 3.200429270665889E-8, 1.0074687425435698E-8
2104501, 0.31879915400000003, 2.1975693639638295E-4, 3.305264334645162E-8, 1.0404444789190157E-8
2106001, 0.30604534, 2.1089024170423132E-4, 3.170697026615001E-8, 9.980604165012392E-9
2107501, 0.314679684, 2.1676282914247206E-4, 3.257750687588388E-8, 1.0254377780135532E-8
2109001, 0.316839972, 2.1817328631771872E-4, 3.27770225222526E-8, 1.0316926996993176E-8
2110501, 0.312819246, 2.1532808782684541E-4, 3.2337289859579884E-8, 1.017826784620206E-8
2112001, 0.31513112000000004, 2.1684241390401173E-4, 3.2552346250837495E-8, 1.0245707616126443E-8
2113501, 0.311909973, 2.145497596119466E-4, 3.219595712098997E-8, 1.0133288703740979E-8
2115001, 0.31231193500000004, 2.1475005937780065E-4, 3.221380036637224E-8, 1.013865770288162E-8
2116501, 0.309394017, 2.1266825723204911E-4, 3.1889434808098715E-8, 1.0036325777850182E-8
2118001, 0.31574386800000004, 2.169560895918353E-4, 3.252007894097471E-8, 1.0234554832710838E-8
2119501, 0.313054918, 2.1503230877470902E-4, 3.221952830620577E-8, 1.0139720644194085E-8
2121001, 0.30872051500000003, 2.119800808233409E-4, 3.175019111838335E-8, 9.991774173407262E-9
2122501, 0.318237011, 2.1843726740306457E-4, 3.270498635557448E-8, 1.0291998169683892E-8
2124001, 0.305795331, 2.0982319302965014E-4, 3.14034087668229E-8, 9.882162481853968E-9
2125501, 0.341805886, 2.3444926756701124E-4, 3.5075862618016876E-8, 1.1037558954150756E-8
2127001, 0.32284642900000005, 2.2136662307663016E-4, 3.310609185380843E-8, 1.041746565590551E-8
2128501, 0.33814906100000003, 2.3177749057474894E-4, 3.465001633541952E-8, 1.0903027289892485E-8
2130001, 0.31210729200000004, 2.138523425331702E-4, 3.1958230612321006E-8, 1.0055782780508641E-8
2131501, 0.31541933, 2.160456540551931E-4, 3.2273858593226773E-8, 1.0154851069368424E-8
2133001, 0.311538967, 2.1331276542144536E-4, 3.1853632231806114E-8, 1.0022386474926765E-8
2134501, 0.31195452500000004, 2.1352223578608953E-4, 3.187293796020169E-8, 1.0028218932648628E-8
2136001, 0.318855891, 2.1816934076274223E-4, 3.255440012495337E-8, 1.0242381300967514E-8
2137501, 0.34884106200000004, 2.3860219614022405E-4, 3.558996148342135E-8, 1.1197170764745317E-8
2139001, 0.307493835, 2.1024753811471985E-4, 3.134882148708535E-8, 9.862602987332726E-9
2140501, 0.310290086, 2.120851116870203E-4, 3.161096943671522E-8, 9.944837795382046E-9
2142001, 0.32247141700000004, 2.203339353349782E-4, 3.282815470548911E-8, 1.0327517154502285E-8
2143501, 0.31073304700000004, 2.1223919925677108E-4, 3.161027253464846E-8, 9.944140829058785E-9
2145001, 0.31223947, 2.131935452282499E-4, 3.1740544246166376E-8, 9.98488288424948E-9
2146501, 0.31672059900000005, 2.1617763560685587E-4, 3.217280079631665E-8, 1.0120618724113472E-8
2148001, 0.31979402900000004, 2.1819917840964914E-4, 3.2461540210492156E-8, 1.0211203036800896E-8
2149501, 0.323654365, 2.2075606433270766E-4, 3.282968163183657E-8, 1.03267595319795E-8
2151001, 0.32359141700000005, 2.2063615862684253E-4, 3.279962260870329E-8, 1.0317057499747104E-8
2152501, 0.3158839, 2.1530584024148763E-4, 3.199530198719101E-8, 1.0063819450925479E-8
2154001, 0.320193127, 2.1816699772338546E-4, 3.240841680860488E-8, 1.0193517327954594E-8
2155501, 0.310680979, 2.1161212611663834E-4, 3.142300984833541E-8, 9.88333840126251E-9
2157001, 0.31082048, 2.1163351909949594E-4, 3.141450837785619E-8, 9.880428820584946E-9
2158501, 0.315366751, 2.1465439095456508E-4, 3.185108908185852E-8, 1.001750257398239E-8
2160001, 0.318211734, 2.1651561056572073E-4, 3.2115340606561236E-8, 1.0100371918932687E-8
2161501, 0.315037664, 2.1428153961495187E-4, 3.177217875585706E-8, 9.992208690277792E-9
2163001, 0.31297972700000004, 2.1280794958212812E-4, 3.154199216502733E-8, 9.919580149216079E-9
2164501, 0.31822155100000005, 2.1629709804030312E-4, 3.204727522397619E-8, 1.0078246162682212E-8
2166001, 0.32274397800000004, 2.192950461994128E-4, 3.247943723275203E-8, 1.0213910205016264E-8
2167501, 0.316498202, 2.1497679996520437E-4, 3.182809437861191E-8, 1.000884290253632E-8
2169001, 0.324239441, 2.20158757662358E-4, 3.2583256675500004E-8, 1.0246072590229577E-8
2170501, 0.313649903, 2.1289485323472694E-4, 3.149657121000814E-8, 9.904120777059096E-9
2172001, 0.31635350100000004, 2.146558034586796E-4, 3.1745374400044976E-8, 9.982120809864217E-9
2173501, 0.31477798700000004, 2.1351305351678231E-4, 3.156472898066817E-8, 9.925083269167248E-9
2175001, 0.31590885700000004, 2.1420621715946274E-4, 3.165553299379196E-8, 9.953400016529706E-9
2176501, 0.313603316, 2.1256962710646747E-4, 3.140210818249108E-8, 9.87348281607989E-9
2178001, 0.31168453, 2.111962535205846E-4, 3.118774333581401E-8, 9.80585053983327E-9
2179501, 0.323066783, 2.188334820375783E-4, 3.230366292032658E-8, 1.0156471266612886E-8
2181001, 0.327274178, 2.2160717035592072E-4, 3.270108596037146E-8, 1.0281181200418776E-8
2182501, 0.31724489100000003, 2.1474220646034583E-4, 3.167643191639666E-8, 9.958796674260657E-9
2184001, 0.318601976, 2.1558674158488804E-4, 3.17893378242061E-8, 9.99405810389945E-9
2185501, 0.356227375, 2.4096379026831478E-4, 3.55182792129279E-8, 1.1166114882189417E-8
2187001, 0.335042579, 2.265559707261754E-4, 3.338231501781666E-8, 1.0494371153687812E-8
2188501, 0.32508207, 2.1974532369755745E-4, 3.23669292266109E-8, 1.0174926207052495E-8
2190001, 0.33066987400000003, 2.2344594275739874E-4, 3.289995899231968E-8, 1.0342247710035625E-8
2191501, 0.31955911800000003, 2.1586407797394796E-4, 3.177198850858798E-8, 9.987430999435162E-9
2193001, 0.331376588, 2.2377028092113063E-4, 3.2923626945124733E-8, 1.0349202646702494E-8
2194501, 0.323649465, 2.184776430262461E-4, 3.213317367857677E-8, 1.0100495310582712E-8
2196001, 0.317258026, 2.140899845996354E-4, 3.1476354924537114E-8, 9.893804448546045E-9
2197501, 0.32210402800000004, 2.1728593497602656E-4, 3.193458450551239E-8, 1.0037602762976075E-8
2199001, 0.324557086, 2.188660409249308E-4, 3.2155089115886843E-8, 1.0106675118996785E-8
2200501, 0.318989101, 2.150379244152601E-4, 3.158116772072206E-8, 9.926053983083986E-9
2202001, 0.32975322500000004, 2.2221854297794865E-4, 3.262385796811524E-8, 1.0253535385482172E-8
2203501, 0.32873867300000004, 2.2145942693178874E-4, 3.2500586572084214E-8, 1.0214553597696695E-8
2205001, 0.337735616, 2.2744294301784793E-4, 3.3366573279518116E-8, 1.0486478783771285E-8
2206501, 0.327855369, 2.207141800415525E-4, 3.236768195567834E-8, 1.0172309456965063E-8
2208001, 0.337089845, 2.2685378852362002E-4, 3.32559782745008E-8, 1.0451234464832E-8
2209501, 0.32064715800000004, 2.1571497437581865E-4, 3.161159589962574E-8, 9.934229518033583E-9
